Year,Province_x,City,GDP_captia,population,PBC,Before,PCPC,Post,Post_1,mayor,mayor_tenure,mayor_turnover,mayor_age,mayor_education,mayor_corruption,secret,secret_tenure,secret_turnover,secret_age,secret_education,secret_corruption,t,GDP,GDP_growth,First,Second,Third,Prov_code_x,Province_y,City_code_x,light_mean,light_sum,light_min,light_max,light_std,Province,Prov_code_y,City_code_y,PM_mean,PM_sum,PM_min,PM_max,PM_std,Unnamed: 10
2006,天津市,天津市,41163.0,948.89,4,1,0,0,0,戴相龙,4,0,62.0,大学,0.0,张立昌,9,0,67.0,高中,0.0,1,43591500,14.5,2.71,57.08,40.21,120000.0,天津市,120000.0,2138.735716,37581864.0,0.0,6300.0,1730.10589,天津市,120000.0,120000.0,83.11507233,982669.5002,60.09999847,96.19999695,4.747728573,
2007,天津市,天津市,46122.0,959.1,5,0,1,0,0,戴相龙,5,1,63.0,大学,0.0,张高丽,1,1,61.0,大学,0.0,2,50504000,15.2,2.18,57.27,40.54,120000.0,天津市,120000.0,2123.888073,37325209.0,0.0,6300.0,1733.318966,天津市,120000.0,120000.0,81.97490486,969189.3001,61.59999847,99.69999695,5.572056572,
2008,天津市,天津市,55473.0,968.87,1,0,0,1,0,黄兴国,1,0,54.0,博士,0.0,张高丽,2,0,62.0,大学,0.0,3,63543800,16.5,1.93,60.13,37.94,120000.0,天津市,120000.0,2163.547835,38015699.0,3.0,6300.0,1769.667644,天津市,120000.0,120000.0,80.15832703,947711.9005,58.5,99.69999695,7.114830046,
2009,天津市,天津市,62574.0,974.36,2,0,0,0,1,黄兴国,2,0,55.0,博士,0.0,张高丽,3,0,63.0,大学,0.0,4,75218500,16.5,1.71,53.02,45.27,120000.0,天津市,120000.0,2162.485325,37945130.0,0.0,6300.0,1713.913978,天津市,120000.0,120000.0,80.61591817,953122.0005,52.29999924,91.69999695,4.827132344,
2010,天津市,天津市,72994.0,982.35,3,0,0,0,0,黄兴国,3,0,56.0,博士,0.0,张高丽,4,0,64.0,大学,0.0,5,92244600,17.4,1.58,52.47,45.95,120000.0,天津市,120000.0,1916.514456,33673159.0,0.0,6092.0,1674.174831,天津市,120000.0,120000.0,73.44102174,868293.2,52.20000076,82.90000153,3.932804161,
2011,天津市,天津市,85213.0,990.7,4,1,0,0,0,黄兴国,4,0,57.0,博士,0.0,张高丽,5,0,65.0,大学,0.0,6,113072800,16.4,1.41,52.43,46.16,120000.0,天津市,120000.0,2317.389265,40714212.0,2.0,6300.0,1829.476043,天津市,120000.0,120000.0,79.23801914,936831.1003,59.5,93.19999695,5.713188343,
2012,天津市,天津市,93173.0,994.8,5,0,1,0,0,黄兴国,5,0,58.0,博士,0.0,张高丽,6,1,66.0,大学,0.0,7,128938800,13.8,1.33,51.68,46.99,120000.0,天津市,120000.0,2082.104808,36592992.0,3.0,6004.0,1630.121254,天津市,120000.0,120000.0,73.5902394,870057.4005,50.5,86.80000305,5.136158541,
2013,天津市,天津市,143129.0,998.6,1,0,0,1,0,黄兴国,6,0,59.0,博士,0.0,孙春兰,1,0,63.0,研究生,0.0,8,143701600,11.45,1.31,50.64,48.05,120000.0,天津市,120000.0,2334.201389,40995579.0,0.0,6300.0,1880.017299,天津市,120000.0,120000.0,82.06562632,970261.9,49.29999924,95.69999695,5.02732067,
2014,天津市,天津市,105231.0,1010.3,2,0,0,0,1,黄兴国,7,0,60.0,博士,0.0,孙春兰,2,1,64.0,研究生,0.0,9,157269300,10.0,1.28,49.38,49.34,120000.0,天津市,120000.0,2424.705427,42580252.0,0.0,6300.0,1887.962943,天津市,120000.0,120000.0,85.65250784,1012669.6,62.59999847,104.4000015,6.881254095,
2015,天津市,天津市,107960.0,1021.78,3,0,0,0,0,黄兴国,8,0,61.0,博士,0.0,黄兴国,1,0,61.0,博士,0.0,10,165381900,9.3,1.26,46.58,52.15,120000.0,天津市,120000.0,2389.903692,42012117.0,4.0,6300.0,1888.748639,天津市,120000.0,120000.0,72.10572614,852506.0002,52.79999924,89.30000305,6.606927463,
2016,天津市,天津市,115053.0,1036.0,4,1,0,0,0,黄兴国,9,1,62.0,博士,0.0,黄兴国,2,1,62.0,博士,0.0,11,178853900,9.1,1.23,42.33,56.44,120000.0,天津市,120000.0,2409.278676,42302115.0,0.0,6300.0,1918.583404,天津市,120000.0,120000.0,68.05729511,804641.4001,47.79999924,80.09999847,4.862499742,
2017,天津市,天津市,0.0,1047.0,5,0,1,0,0,王东峰,1,0,59.0,硕士,0.0,李鸿忠,1,0,61.0,大学,0.0,12,0,3.6,0.0,0.0,0.0,120000.0,天津市,120000.0,2414.472982,42359514.0,0.0,6300.0,1836.353536,天津市,120000.0,120000.0,60.23043219,712104.3998,37.29999924,69.5,3.973387729,
2018,天津市,天津市,120711.0,1066.0,1,0,0,1,0,张国清,1,1,54.0,博士,0.0,李鸿忠,2,0,62.0,大学,0.0,13,188096400,3.6,0.92,40.46,58.62,120000.0,天津市,120000.0,2148.877889,37747189.0,0.0,6157.0,1840.423066,天津市,120000.0,120000.0,52.74715385,623629.6,35.79999924,61.70000076,3.664963514,
2019,天津市,天津市,90371.0,1087.0,2,0,0,0,1,张国清,2,0,55.0,博士,0.0,李鸿忠,3,0,63.0,大学,0.0,14,141040000,4.8,1.31,35.23,63.46,120000.0,天津市,120000.0,2541.619989,44630847.0,0.0,6300.0,1971.310798,天津市,120000.0,120000.0,51.01641714,603167.0998,31.60000038,59.70000076,3.630704505,
2006,甘肃省,天水市,4738.0,352.34,4,1,0,0,0,张广智,2,0,45.0,大学,0.0,赵春,2,0,51.0,大学,0.0,1,1663925,10.7,17.34,37.82,44.84,620000.0,甘肃省,620500.0,186.6398104,2953575.0,0.0,5528.0,492.4169853,甘肃省,620000.0,620500.0,36.8185705,516674.9998,27.5,50.70000076,4.82428116,
2007,甘肃省,天水市,5550.0,354.76,5,0,1,0,0,张广智,3,0,46.0,大学,0.0,赵春,3,0,52.0,大学,0.0,2,1962073,11.8,18.25,37.36,44.39,620000.0,甘肃省,620500.0,217.947624,3141715.0,0.0,5584.0,514.6649476,甘肃省,620000.0,620500.0,35.53641415,498682.4998,25.89999962,50.0,4.948339264,
2008,甘肃省,天水市,6626.0,357.21,1,0,0,1,0,李文卿,1,1,48.0,博士,0.0,张景辉,1,1,54.0,研究生,0.0,3,2265698,11.0,18.67,36.82,44.52,620000.0,甘肃省,620500.0,214.4949058,3221070.0,0.0,5673.0,533.3717656,甘肃省,620000.0,620500.0,34.97138885,490753.4998,24.79999924,48.90000153,5.069477409,
2009,甘肃省,天水市,7584.0,358.45,2,0,0,0,1,李文卿,2,0,49.0,博士,0.0,张景辉,2,0,55.0,研究生,0.0,4,2600022,10.4,18.43,38.87,42.7,620000.0,甘肃省,620500.0,192.2129549,2878389.0,0.0,5807.0,565.8193574,甘肃省,620000.0,620500.0,34.14601296,479170.9998,25.5,48.70000076,4.875379419,
2010,甘肃省,天水市,8758.0,363.21,3,0,0,0,0,李文卿,3,0,50.0,博士,0.0,张景辉,3,0,56.0,研究生,0.0,5,3002285,11.5,20.05,37.73,42.23,620000.0,甘肃省,620500.0,207.4160538,3328198.0,0.0,5166.0,464.4345728,甘肃省,620000.0,620500.0,36.88475734,517603.7998,26.39999962,52.40000153,5.497052389,
2011,甘肃省,天水市,10931.0,368.2,4,1,0,0,0,李文卿,4,1,51.0,博士,0.0,张景辉,4,1,57.0,研究生,0.0,6,3575508,12.0,18.75,39.76,41.49,620000.0,甘肃省,620500.0,266.6513298,4010436.0,0.0,5523.0,579.5134108,甘肃省,620000.0,620500.0,38.3306278,537893.6999,28.0,56.90000153,5.903768629,
2012,甘肃省,天水市,12593.0,374.5,5,0,1,0,0,王锐,1,0,49.0,研究生,0.0,马世忠,1,0,50.0,博士,0.0,7,4128747,13.2,18.98,39.38,41.64,620000.0,甘肃省,620500.0,227.5846945,3538942.0,0.0,4983.0,526.6025519,甘肃省,620000.0,620500.0,35.21690299,494198.7996,26.39999962,50.29999924,4.742950794,
2013,甘肃省,天水市,12019.0,376.9,1,0,0,1,0,王锐,2,1,50.0,研究生,0.0,马世忠,2,1,51.0,博士,0.0,8,4543365,10.04,18.63,37.08,44.29,620000.0,甘肃省,620500.0,225.9421725,3375802.0,0.0,5430.0,551.2043084,甘肃省,620000.0,620500.0,34.22378677,480262.3998,24.70000076,48.90000153,4.96050795,
2014,甘肃省,天水市,15852.0,363.8,2,0,0,0,1,杨俊维,1,0,,,,王锐,1,0,51.0,研究生,0.0,9,5228228,8.9,17.3,35.55,47.15,620000.0,甘肃省,620500.0,236.6934369,3869701.0,0.0,5436.0,569.9294239,甘肃省,620000.0,620500.0,33.8458063,474958.1998,24.20000076,50.09999847,5.294203721,
2015,甘肃省,天水市,16743.0,365.83,3,0,0,0,0,杨俊维,2,0,,,,王锐,2,0,52.0,研究生,0.0,10,5537728,9.2,17.6,33.51,48.89,620000.0,甘肃省,620500.0,271.5454365,4096806.0,0.0,5386.0,589.6456858,甘肃省,620000.0,620500.0,30.97564311,434681.1997,22.29999924,46.40000153,4.840221989,
2016,甘肃省,天水市,17800.0,369.0,4,1,0,0,0,杨俊维,3,0,,,,王锐,3,0,53.0,研究生,0.0,11,5905136,8.6,17.0,32.17,50.83,620000.0,甘肃省,620500.0,280.1385991,4323379.0,0.0,5279.0,598.0758178,甘肃省,620000.0,620500.0,32.59388583,457389.9999,24.29999924,50.29999924,4.731706166,
2017,甘肃省,天水市,17979.0,371.0,5,0,1,0,0,杨俊维,4,1,,,,王锐,4,0,54.0,研究生,0.0,12,5989529,5.4,0.0,0.0,0.0,620000.0,甘肃省,620500.0,279.4866875,4020416.0,0.0,5605.0,649.7307649,甘肃省,620000.0,620500.0,30.27302073,424821.2998,20.79999924,47.90000153,5.194192759,
2018,甘肃省,天水市,19479.0,371.0,1,0,0,1,0,王军,1,0,56.0,大学,0.0,王锐,5,0,55.0,研究生,0.0,13,6520542,6.4,13.97,30.68,55.36,620000.0,甘肃省,620500.0,279.4179595,4502541.0,0.0,4748.0,500.0572076,甘肃省,620000.0,620500.0,30.14675407,423049.3998,21.10000038,45.79999924,4.74851891,
2019,甘肃省,天水市,18819.0,372.0,2,0,0,0,1,王军,2,0,57.0,大学,0.0,王锐,6,0,56.0,研究生,0.0,14,6330000,6.7,18.15,25.21,56.58,620000.0,甘肃省,620500.0,358.9091275,5355642.0,0.0,5825.0,690.1569074,甘肃省,620000.0,620500.0,26.53260884,372332.0998,18.20000076,41.09999847,4.327344856,
2006,辽宁省,铁岭市,10672.0,304.54,5,0,1,0,0,张竞强,1,0,55.0,研究生,1.0,李文科,3,0,50.0,博士,1.0,1,3239324,20.1,24.6,42.94,32.46,210000.0,辽宁省,211200.0,472.7500276,8567176.0,0.0,6199.0,672.1532587,辽宁省,210000.0,211200.0,48.36030308,689279.3997,39.70000076,57.59999847,4.148657388,
2007,辽宁省,铁岭市,13249.0,305.4,1,0,0,1,0,张竞强,2,0,56.0,研究生,1.0,李文科,4,0,51.0,博士,1.0,2,4039664,19.9,24.11,46.12,29.77,210000.0,辽宁省,211200.0,509.0191281,9340501.0,0.0,6024.0,663.7542959,辽宁省,210000.0,211200.0,47.55125236,677747.9999,41.40000153,54.09999847,2.57328878,
2008,辽宁省,铁岭市,17543.0,305.93,2,0,0,0,1,张竞强,3,0,57.0,研究生,1.0,李文科,5,0,52.0,博士,1.0,3,5363280,20.0,21.58,51.35,27.07,210000.0,辽宁省,211200.0,502.8189763,9205107.0,0.0,6204.0,677.5749877,辽宁省,210000.0,211200.0,52.23703081,744534.4001,43.79999924,61.79999924,3.272834842,
2009,辽宁省,铁岭市,19795.0,306.0,3,0,0,0,0,张竞强,4,0,58.0,研究生,1.0,李文科,6,0,53.0,博士,1.0,4,6057065,18.0,20.7,51.35,27.95,210000.0,辽宁省,211200.0,508.1987745,8874167.0,0.0,6262.0,710.2801535,辽宁省,210000.0,211200.0,46.3744545,660975.1,39.20000076,55.0,3.088216135,
2010,辽宁省,铁岭市,26556.0,305.6,4,1,0,0,0,张竞强,5,0,59.0,研究生,1.0,李文科,7,0,54.0,博士,1.0,5,7221291,16.0,19.69,52.77,27.55,210000.0,辽宁省,211200.0,506.0696217,9042452.0,0.0,5657.0,581.8826999,辽宁省,210000.0,211200.0,40.60954184,578807.7998,30.29999924,51.09999847,4.272719745,
2011,辽宁省,铁岭市,28647.0,305.0,5,0,1,0,0,吴野松,1,1,53.0,研究生,1.0,李文科,8,0,55.0,博士,1.0,6,8738428,13.8,19.73,52.66,27.61,210000.0,辽宁省,211200.0,574.647837,10294816.0,0.0,6127.0,725.7793199,辽宁省,210000.0,211200.0,48.18784817,686821.3999,39.40000153,59.29999924,3.959735908,
2012,辽宁省,铁岭市,32130.0,303.6,1,0,0,1,0,吴野松,2,0,54.0,研究生,1.0,潘利国,1,1,55.0,硕士,0.0,7,9753258,8.96,19.82,51.8,28.38,210000.0,辽宁省,211200.0,550.2970562,9870128.0,0.0,5713.0,642.6423255,辽宁省,210000.0,211200.0,44.48103556,633988.1999,37.40000153,54.09999847,2.950025609,
2013,辽宁省,铁岭市,34148.0,302.0,2,0,0,0,1,林强,1,1,44.0,博士,1.0,吴野松,1,1,55.0,研究生,1.0,8,10312722,5.74,19.95,50.6,29.45,210000.0,辽宁省,211200.0,576.9926493,11303286.0,0.0,6300.0,794.3871323,辽宁省,210000.0,211200.0,47.57003435,678015.6997,39.0,55.0,2.719824,
2014,辽宁省,铁岭市,32562.0,302.0,3,0,0,0,0,林强,2,1,45.0,博士,1.0,吴野松,2,0,56.0,研究生,1.0,9,8672909,1.5,23.89,41.69,34.42,210000.0,辽宁省,211200.0,630.9638965,12390869.0,0.0,6300.0,842.6745755,辽宁省,210000.0,211200.0,52.05749667,741975.5001,39.70000076,64.40000153,5.29153373,
2015,辽宁省,铁岭市,27885.0,301.21,4,1,0,0,0,孙轶,1,0,41.0,大学,0.0,吴野松,3,0,57.0,研究生,1.0,10,7409003,-6.2,27.68,31.79,40.53,210000.0,辽宁省,211200.0,650.5547635,12776245.0,0.0,6300.0,831.1960234,辽宁省,210000.0,211200.0,52.20602679,744092.4998,42.59999847,61.5,4.709885583,
2016,辽宁省,铁岭市,22178.0,300.0,5,0,1,0,0,姜周,1,1,47.0,博士,1.0,吴野松,4,1,58.0,研究生,1.0,11,5880423,-4.6,23.75,32.52,43.73,210000.0,辽宁省,211200.0,654.4253389,12551878.0,0.0,6300.0,833.7880312,辽宁省,210000.0,211200.0,41.11347784,585990.3996,30.10000038,50.40000153,4.293981944,
2017,辽宁省,铁岭市,22484.0,297.0,1,0,0,1,0,姜周,2,1,48.0,博士,1.0,何焕秋,1,0,58.0,大学,0.0,12,5945000,1.4,0.0,0.0,0.0,210000.0,辽宁省,211200.0,673.7175107,12146453.0,0.0,6300.0,888.7611574,辽宁省,210000.0,211200.0,41.75735634,595167.6,30.29999924,51.0,4.764524593,
2018,辽宁省,铁岭市,23517.0,293.0,2,0,0,0,1,李士伟,1,0,54.0,大学,0.0,何焕秋,2,0,59.0,大学,0.0,13,6166189,1.3,22.98,31.85,45.17,210000.0,辽宁省,211200.0,635.4789429,12071558.0,0.0,6212.0,743.3610029,辽宁省,210000.0,211200.0,34.61890126,493423.1997,25.60000038,43.40000153,3.90137616,
2019,辽宁省,铁岭市,24382.0,290.0,3,0,0,0,0,隋显利,1,0,55.0,大学,0.0,李士伟,1,0,55.0,大学,0.0,14,6400000,2.9,24.16,27.98,47.87,210000.0,辽宁省,211200.0,739.6863865,14116175.0,0.0,6300.0,892.0023981,辽宁省,210000.0,211200.0,35.47870623,505677.9999,27.20000076,43.59999847,3.44733266,
2006,内蒙古,通辽市,13354.0,312.51,5,0,1,0,0,那顺孟和,3,0,49.0,高中,0.0,符太增,2,1,50.0,博士,0.0,1,4130283,18.3,23.68,38.71,37.61,150000.0,内蒙古自治区,150500.0,83.37622999,6270226.0,0.0,6300.0,343.2038736,内蒙古自治区,150000.0,150500.0,33.53906111,2209083.799,14.89999962,52.59999847,9.304126861,
2007,内蒙古,通辽市,18952.0,316.2,1,0,0,1,0,傅铁钢,1,1,51.0,大学,1.0,那顺孟和,1,0,50.0,高中,0.0,2,5861392,20.0,21.33,46.37,32.3,150000.0,内蒙古自治区,150500.0,102.7148323,6738812.0,0.0,6188.0,369.9135078,内蒙古自治区,150000.0,150500.0,34.72310598,2287072.099,16.39999962,49.0,8.39230294,
2008,内蒙古,通辽市,25402.0,316.92,2,0,0,0,1,傅铁钢,2,0,52.0,大学,1.0,那顺孟和,2,0,51.0,高中,0.0,3,7419620,18.9,19.53,49.55,30.92,150000.0,内蒙古自治区,150500.0,98.95571672,6440137.0,0.0,6053.0,370.914629,内蒙古自治区,150000.0,150500.0,36.25299243,2387839.599,19.39999962,53.70000076,8.305639832,
2009,内蒙古,通辽市,31147.0,308.67,3,0,0,0,0,傅铁钢,3,0,53.0,大学,1.0,那顺孟和,3,0,52.0,高中,0.0,4,9613935,16.9,15.61,55.46,28.93,150000.0,内蒙古自治区,150500.0,79.33803459,5569054.0,0.0,6162.0,367.3462042,内蒙古自治区,150000.0,150500.0,32.70402938,2154083.599,15.89999962,46.20000076,7.578959288,
2010,内蒙古,通辽市,38157.0,318.78,4,1,0,0,0,傅铁钢,4,1,54.0,大学,1.0,那顺孟和,4,1,53.0,高中,0.0,5,11766183,16.0,15.15,58.62,26.23,150000.0,内蒙古自治区,150500.0,99.80688727,6747245.0,0.0,5707.0,333.8362377,内蒙古自治区,150000.0,150500.0,31.3923405,2067687.899,17.10000038,44.5,6.414923253,
2011,内蒙古,通辽市,46167.0,319.4,5,0,1,0,0,胡达古拉,1,0,44.0,研究生,0.0,杜梓,1,0,56.0,大学,0.0,6,14488194,14.6,14.4,61.2,24.4,150000.0,内蒙古自治区,150500.0,128.4401294,7699472.0,0.0,6205.0,439.0463158,内蒙古自治区,150000.0,150500.0,34.84508546,2295106.399,17.39999962,50.79999924,8.384880924,
2012,内蒙古,通辽市,53976.0,319.9,1,0,0,1,0,胡达古拉,2,0,45.0,研究生,0.0,杜梓,2,0,57.0,大学,0.0,7,16918500,13.1,13.76,63.16,23.09,150000.0,内蒙古自治区,150500.0,110.8261173,7781545.0,0.0,5639.0,380.4236428,内蒙古自治区,150000.0,150500.0,32.69563202,2153530.499,17.20000076,44.5,7.074076831,
2013,内蒙古,通辽市,55508.0,320.5,2,0,0,0,1,胡达古拉,3,0,46.0,研究生,0.0,杜梓,3,0,58.0,大学,0.0,8,17818000,5.32,14.45,57.66,27.89,150000.0,内蒙古自治区,150500.0,119.9115822,9197698.0,0.0,6114.0,448.4656608,内蒙古自治区,150000.0,150500.0,30.65823034,2019335.0,13.19999981,49.29999924,9.505164754,
2014,内蒙古,通辽市,60380.0,320.3,3,0,0,0,0,胡达古拉,4,1,47.0,研究生,0.0,杜梓,4,0,59.0,大学,0.0,9,18868000,8.6,14.18,56.47,29.35,150000.0,内蒙古自治区,150500.0,126.6120406,9981207.0,0.0,6192.0,465.52568,内蒙古自治区,150000.0,150500.0,39.32268544,2590027.999,20.29999924,56.40000153,8.813098369,
2015,内蒙古,通辽市,60123.0,319.4,4,1,0,0,0,包振玉,1,0,53.0,大学,0.0,杜梓,5,1,60.0,大学,0.0,10,18772700,7.8,14.37,50.54,35.1,150000.0,内蒙古自治区,150500.0,152.6058541,11151978.0,0.0,6283.0,491.8599953,内蒙古自治区,150000.0,150500.0,37.37238635,2461569.599,18.60000038,56.20000076,8.550272954,
2016,内蒙古,通辽市,62424.0,319.0,5,0,1,0,0,包振玉,2,1,54.0,大学,0.0,罗永纲,1,1,47.0,硕士,0.0,11,19493818,7.4,13.47,50.15,36.37,150000.0,内蒙古自治区,150500.0,154.8118486,10546712.0,0.0,6131.0,501.5184407,内蒙古自治区,150000.0,150500.0,29.81183766,1963586.499,16.0,42.5,6.198255086,
2017,内蒙古,通辽市,0.0,318.0,1,0,0,1,0,郝茂荣,1,0,54.0,博士,1.0,李杰翔,1,0,53.0,硕士,0.0,12,0,4.4,0.0,0.0,0.0,150000.0,内蒙古自治区,150500.0,124.4499375,8966618.0,0.0,5993.0,482.2650587,内蒙古自治区,150000.0,150500.0,27.60752891,1818397.499,13.30000019,44.09999847,7.230295113,
2018,内蒙古,通辽市,41573.0,318.0,2,0,0,0,1,郝茂荣,2,0,55.0,博士,1.0,李杰翔,2,0,54.0,硕士,0.0,13,13016000,4.1,20.78,26.51,52.7,150000.0,内蒙古自治区,150500.0,153.0445819,10762095.0,0.0,5758.0,446.7125989,内蒙古自治区,150000.0,150500.0,25.62867032,1688057.999,12.30000019,37.0,6.014503601,
2019,内蒙古,通辽市,40410.0,318.0,3,0,0,0,0,郝茂荣,3,0,56.0,博士,1.0,李杰翔,3,0,55.0,硕士,0.0,14,12670000,4.0,22.3,30.78,46.94,150000.0,内蒙古自治区,150500.0,192.1769067,13011914.0,0.0,6200.0,553.7659207,内蒙古自治区,150000.0,150500.0,24.46114079,1611157.499,12.10000038,37.29999924,6.315650669,
2006,安徽省,铜陵市,33526.0,73.11,5,0,1,0,0,张庆军,2,0,42.0,硕士,0.0,沈素琍,2,0,30.0,研究生,0.0,1,2436300,16.1,2.9,66.96,30.14,340000.0,安徽省,340700.0,623.5093396,2369959.0,0.0,6209.0,936.7838604,安徽省,340000.0,340700.0,56.38028575,157864.8001,47.29999924,67.09999847,3.57764448,
2007,安徽省,铜陵市,40116.0,73.65,1,0,0,1,0,李明,1,1,49.0,大学,0.0,沈素琍,3,0,31.0,研究生,0.0,2,2869000,15.1,2.67,67.74,29.6,340000.0,安徽省,340700.0,634.0825047,2359421.0,0.0,6074.0,930.5314089,安徽省,340000.0,340700.0,62.77339284,175765.5,52.20000076,74.09999847,3.720845342,
2008,安徽省,铜陵市,44100.0,73.89,2,0,0,0,1,李明,2,0,50.0,大学,0.0,沈素琍,4,1,32.0,研究生,0.0,3,3253100,13.2,2.59,67.11,30.3,340000.0,安徽省,340700.0,612.8525438,2132114.0,0.0,5898.0,922.3542334,安徽省,340000.0,340700.0,60.56417855,169579.6999,51.0,71.0,3.611800215,
2009,安徽省,铜陵市,46765.0,73.94,3,0,0,0,0,李明,3,0,51.0,大学,0.0,姚玉舟,1,0,49.0,研究生,0.0,4,3437300,13.7,2.62,67.87,29.51,340000.0,安徽省,340700.0,606.4122507,2128507.0,0.0,5982.0,960.3073262,安徽省,340000.0,340700.0,60.5333929,169493.5001,49.5,70.80000305,3.762629523,
2010,安徽省,铜陵市,64496.0,74.0,4,1,0,0,0,李明,4,1,52.0,大学,0.0,姚玉舟,2,0,50.0,研究生,0.0,5,4667000,17.1,2.07,72.74,25.19,340000.0,安徽省,340700.0,631.8633754,2201412.0,0.0,6089.0,841.7968919,安徽省,340000.0,340700.0,60.01292853,168036.1999,49.09999847,70.09999847,3.574757239,
2011,安徽省,铜陵市,79704.0,74.1,5,0,1,0,0,侯淅珉,1,0,48.0,博士,0.0,姚玉舟,3,0,51.0,研究生,0.0,6,5794100,12.6,1.9,74.73,23.36,340000.0,安徽省,340700.0,720.0044978,2401215.0,0.0,6223.0,997.5714741,安徽省,340000.0,340700.0,60.0484286,168135.6001,49.40000153,68.30000305,3.493305699,
2012,安徽省,铜陵市,84819.0,74.2,1,0,0,1,0,侯淅珉,2,0,49.0,博士,0.0,姚玉舟,4,0,52.0,研究生,0.0,7,6213008,11.0,1.9,73.44,24.66,340000.0,安徽省,340700.0,667.0183976,2247852.0,0.0,5540.0,911.7835411,安徽省,340000.0,340700.0,55.17142856,154480.0,45.09999847,62.70000076,3.125261227,
2013,安徽省,铜陵市,91973.0,74.2,2,0,0,0,1,侯淅珉,3,0,50.0,博士,0.0,宋国权,1,1,53.0,研究生,0.0,8,6806000,9.54,1.76,72.14,26.1,340000.0,安徽省,340700.0,823.1535154,3254749.0,0.0,5310.0,987.2440124,安徽省,340000.0,340700.0,60.72903575,170041.3001,49.40000153,70.0,4.029183006,
2014,安徽省,铜陵市,97193.0,74.0,3,0,0,0,0,倪玉平,1,1,53.0,市长,0.0,宋国权,2,0,54.0,研究生,0.0,9,7163100,10.0,1.76,71.26,26.98,340000.0,安徽省,340700.0,867.0443871,3359797.0,0.0,5422.0,1053.45636,安徽省,340000.0,340700.0,61.27242859,171562.8001,48.59999847,72.09999847,4.091309161,
2015,安徽省,铜陵市,57387.0,73.79,4,1,0,0,0,倪玉平,2,0,54.0,市长,0.0,宋国权,3,0,55.0,研究生,0.0,10,9116000,9.4,5.18,61.75,33.07,340000.0,安徽省,340700.0,887.834516,3503395.0,0.0,5527.0,1053.225289,安徽省,340000.0,340700.0,51.01242858,142834.8,41.59999847,61.5,4.081748944,
2016,安徽省,铜陵市,59960.0,171.0,5,0,1,0,0,倪玉平,3,0,55.0,市长,0.0,宋国权,4,1,56.0,研究生,0.0,11,9573000,9.06,5.12,59.5,35.38,340000.0,安徽省,340700.0,838.666055,3199511.0,0.0,5358.0,989.2971707,安徽省,340000.0,340700.0,47.26357142,132338.0,38.59999847,55.5,3.125570424,
2017,安徽省,铜陵市,69935.0,171.0,1,0,0,1,0,倪玉平,4,1,56.0,市长,0.0,李猛,1,0,50.0,硕士,0.0,12,11221000,8.44,0.0,0.0,0.0,340000.0,安徽省,340700.0,877.9138395,3260572.0,0.0,5640.0,1113.427641,安徽省,340000.0,340700.0,51.29124999,143615.5,39.70000076,59.79999924,3.635944334,
2018,安徽省,铜陵市,75524.0,171.0,2,0,0,0,1,胡启生,1,0,47.0,博士,0.0,李猛,2,0,51.0,硕士,0.0,13,12223596,3.86,4.09,58.25,37.66,340000.0,安徽省,340700.0,872.4019959,3409347.0,0.0,5631.0,958.819239,安徽省,340000.0,340700.0,42.37060713,118637.7,33.40000153,51.0,3.299281084,
2019,安徽省,铜陵市,58726.0,171.0,3,0,0,0,0,胡启生,2,0,48.0,博士,0.0,李猛,3,0,52.0,硕士,0.0,14,9600000,-1.74,5.49,46.33,48.19,340000.0,安徽省,340700.0,996.1280364,3936698.0,0.0,5938.0,1080.946716,安徽省,340000.0,340700.0,46.45914284,130085.5999,37.0,54.59999847,3.300060417,
2006,山东省,威海市,54860.0,249.83,4,1,0,0,0,宋远方,5,0,49.0,博士,0.0,崔曰臣,5,0,57.0,高中,0.0,1,13685270,15.9,8.52,62.08,29.4,370000.0,山东省,371000.0,1211.37394,9854527.0,0.0,6202.0,1239.631577,山东省,370000.0,371000.0,37.5552807,214065.1,33.0,43.29999924,1.91751244,
2007,山东省,威海市,63226.0,251.06,5,0,1,0,0,王培廷,1,1,54.0,高中,0.0,崔曰臣,6,0,58.0,高中,0.0,2,15834545,15.3,8.07,61.78,30.15,370000.0,山东省,371000.0,1217.169637,9901675.0,0.0,6219.0,1228.815263,山东省,370000.0,371000.0,37.073,211316.1,32.20000076,43.40000153,1.985743849,
2008,山东省,威海市,63519.0,252.23,1,0,0,1,0,孙述涛,1,1,43.0,博士,0.0,王培廷,1,1,55.0,高中,0.0,3,17803493,12.09,7.43,61.14,31.43,370000.0,山东省,371000.0,1242.062446,10104178.0,0.0,6285.0,1229.305665,山东省,370000.0,371000.0,36.77233334,209602.3,30.60000038,44.90000153,2.144116569,
2009,山东省,威海市,63519.0,252.6,2,0,0,0,1,孙述涛,2,0,44.0,博士,0.0,王培廷,2,0,56.0,高中,0.0,4,17803493,12.09,7.43,61.14,31.43,370000.0,山东省,371000.0,1187.794843,9628265.0,0.0,6074.0,1245.622016,山东省,370000.0,371000.0,38.2588421,218075.4,32.0,44.90000153,2.139324419,
