Year,Province_x,City,GDP_captia,population,PBC,Before,PCPC,Post,Post_1,mayor,mayor_tenure,mayor_turnover,mayor_age,mayor_education,mayor_corruption,secret,secret_tenure,secret_turnover,secret_age,secret_education,secret_corruption,t,GDP,GDP_growth,First,Second,Third,Prov_code_x,Province_y,City_code_x,light_mean,light_sum,light_min,light_max,light_std,Province,Prov_code_y,City_code_y,PM_mean,PM_sum,PM_min,PM_max,PM_std,Unnamed: 10
2008,辽宁省,抚顺市,29645.0,223.19,2,0,0,0,1,王阳,1,1,51.0,研究生,1.0,刘强,1,1,44.0,研究生,1.0,3,6624377,16.0,6.68,56.76,36.56,210000.0,辽宁省,210400.0,471.6045597,6474659.0,0.0,6300.0,999.9473992,辽宁省,210000.0,210400.0,46.27550735,565486.6999,39.40000153,62.59999847,3.979151391,
2009,辽宁省,抚顺市,31343.0,222.9,3,0,0,0,0,王阳,2,0,52.0,研究生,1.0,刘强,2,0,45.0,研究生,1.0,4,6986395,14.1,6.67,56.13,37.21,210000.0,辽宁省,210400.0,493.5065565,6209793.0,0.0,6300.0,1090.708366,辽宁省,210000.0,210400.0,41.84730768,511374.0998,35.70000076,59.0,3.715871554,
2010,辽宁省,抚顺市,41810.0,221.76,4,1,0,0,0,王阳,3,1,53.0,研究生,1.0,刘强,3,0,46.0,研究生,1.0,5,8951571,17.02,6.12,58.7,35.18,210000.0,辽宁省,210400.0,467.7635925,6005149.0,0.0,6254.0,969.2431729,辽宁省,210000.0,210400.0,34.24817509,418512.6996,27.60000038,52.59999847,4.382618892,
2011,辽宁省,抚顺市,52245.0,220.5,5,0,1,0,0,王桂芬,1,0,46.0,硕士,0.0,刘强,4,0,47.0,研究生,1.0,6,11133679,13.7,6.33,60.49,33.18,210000.0,辽宁省,210400.0,551.0991163,7233727.0,0.0,6300.0,1097.463169,辽宁省,210000.0,210400.0,40.61653027,496333.9999,33.5,61.70000076,4.930964615,
2012,辽宁省,抚顺市,58512.0,219.7,1,0,0,1,0,王桂芬,2,0,47.0,硕士,0.0,刘强,5,0,48.0,研究生,1.0,7,12363686,10.7,6.88,59.59,33.53,210000.0,辽宁省,210400.0,506.5946032,6383092.0,0.0,6107.0,1009.375819,辽宁省,210000.0,210400.0,39.67499998,484828.4998,33.5,56.5,3.767051848,
2013,辽宁省,抚顺市,61488.0,218.6,2,0,0,0,1,栾庆伟,1,1,51.0,博士,1.0,王桂芬,1,1,48.0,硕士,0.0,8,13404459,8.42,7.06,59.29,33.65,210000.0,辽宁省,210400.0,466.7202013,7326107.0,0.0,6139.0,994.0368496,辽宁省,210000.0,210400.0,42.61752045,520786.0999,34.79999924,57.90000153,3.626978763,
2014,辽宁省,抚顺市,61183.0,217.7,3,0,0,0,0,栾庆伟,2,0,52.0,博士,1.0,王桂芬,2,0,49.0,硕士,0.0,9,12765826,5.8,7.29,54.29,38.41,210000.0,辽宁省,210400.0,497.8230124,7363798.0,0.0,6179.0,1055.398618,辽宁省,210000.0,210400.0,42.49981996,519347.8,36.59999847,61.90000153,4.612720051,
2015,辽宁省,抚顺市,58597.0,216.57,4,1,0,0,0,栾庆伟,3,1,53.0,博士,1.0,王桂芬,3,0,50.0,硕士,0.0,10,12164773,2.0,8.06,48.87,43.07,210000.0,辽宁省,210400.0,511.8390039,7687310.0,0.0,6233.0,1026.72045,辽宁省,210000.0,210400.0,44.47315873,543461.9997,38.70000076,60.59999847,3.361293545,
2016,辽宁省,抚顺市,41741.0,215.0,5,0,1,0,0,葛海鹰,1,0,56.0,博士,0.0,王桂芬,4,1,51.0,硕士,0.0,11,8650721,-7.1,6.74,50.38,42.88,210000.0,辽宁省,210400.0,536.8503382,7618980.0,0.0,6300.0,1083.986574,辽宁省,210000.0,210400.0,33.77671847,412751.4997,27.0,51.29999924,3.99756316,
2017,辽宁省,抚顺市,45934.0,213.0,1,0,0,1,0,杨维,1,1,52.0,博士,0.0,高宏彬,1,0,46.0,博士,1.0,12,9499000,4.05,0.0,0.0,0.0,210000.0,辽宁省,210400.0,597.0435255,7146611.0,0.0,6265.0,1177.53391,辽宁省,210000.0,210400.0,33.45582649,408830.1998,27.5,52.09999847,4.006223945,
2018,辽宁省,抚顺市,50951.0,210.0,2,0,0,0,1,杨维,2,0,53.0,博士,0.0,高宏彬,2,1,47.0,博士,1.0,13,10488211,4.6,5.24,54.82,39.94,210000.0,辽宁省,210400.0,544.7648976,7185449.0,0.0,6007.0,1000.915845,辽宁省,210000.0,210400.0,28.6065548,349572.0997,21.29999924,46.40000153,4.191199482,
2019,辽宁省,抚顺市,41382.0,208.0,3,0,0,0,0,杨维,3,0,54.0,博士,0.0,来鹤,1,0,55.0,大学,0.0,14,8470000,-3.6,6.67,49.33,44.01,210000.0,辽宁省,210400.0,618.441218,9200550.0,0.0,6300.0,1115.107827,辽宁省,210000.0,210400.0,30.57174304,373586.7,23.60000038,49.79999924,4.163372431,
2006,广西省,河池市,6449.0,389.16,5,0,1,0,0,杨才寿,4,0,55.0,研究生,0.0,梁胜利,4,0,53.0,研究生,0.0,1,2488920,14.07,26.04,40.53,33.44,450000.0,广西壮族自治区,451200.0,95.50956897,3323733.0,0.0,5016.0,328.5952862,广西壮族自治区,450000.0,451200.0,42.01408813,1254624.7,34.5,52.29999924,3.281161692,
2007,广西省,河池市,8486.0,396.99,1,0,0,1,0,蓝天立,1,1,45.0,博士,0.0,杨才寿,1,1,56.0,研究生,0.0,2,3193089,16.7,23.13,45.23,31.64,450000.0,广西壮族自治区,451200.0,120.2551223,3627135.0,0.0,4880.0,346.5282276,广西壮族自治区,450000.0,451200.0,40.63123701,1213330.0,34.09999847,52.90000153,3.404746357,
2008,广西省,河池市,9667.0,404.57,2,0,0,0,1,谢志刚,1,1,52.0,研究生,0.0,蓝天立,1,1,46.0,博士,0.0,3,3673139,13.01,21.85,45.31,32.83,450000.0,广西壮族自治区,451200.0,113.1324739,3659383.0,0.0,4538.0,327.9986836,广西壮族自治区,450000.0,451200.0,41.32559439,1234064.9,34.5,52.59999847,3.401899286,
2009,广西省,河池市,9949.0,407.06,3,0,0,0,0,谢志刚,2,0,53.0,研究生,0.0,蓝天立,2,0,47.0,博士,0.0,4,3827713,8.18,21.47,43.33,35.2,450000.0,广西壮族自治区,451200.0,93.48057254,3226295.0,0.0,4475.0,325.4317182,广西壮族自治区,450000.0,451200.0,35.95232067,1073608.2,30.60000038,46.59999847,3.034839474,
2010,广西省,河池市,13912.0,404.37,4,1,0,0,0,谢志刚,3,0,54.0,研究生,0.0,蓝天立,3,0,48.0,博士,0.0,5,4687372,12.53,20.88,46.14,32.98,450000.0,广西壮族自治区,451200.0,113.3391332,3901813.0,0.0,4196.0,282.3426049,广西壮族自治区,450000.0,451200.0,36.75753799,1097653.6,30.70000076,46.40000153,2.876462932,
2011,广西省,河池市,15141.0,419.9,5,0,1,0,0,谢志刚,4,1,55.0,研究生,0.0,蓝天立,4,1,49.0,博士,0.0,6,5119613,4.09,23.4,41.34,35.26,450000.0,广西壮族自治区,451200.0,141.7805516,4662737.0,0.0,5001.0,370.6194111,广西壮族自治区,450000.0,451200.0,41.29759895,1233228.9,33.90000153,53.5,3.402887348,
2012,广西省,河池市,14472.0,406.7,1,0,0,1,0,何辛幸,1,0,50.0,研究生,0.0,黄世勇,1,0,51.0,研究生,0.0,7,4927088,-0.7,25.64,35.38,38.97,450000.0,广西壮族自治区,451200.0,124.654138,4255069.0,0.0,4630.0,332.5744671,广西壮族自治区,450000.0,451200.0,43.64719375,1303392.5,36.59999847,53.59999847,2.995949176,
2013,广西省,河池市,12769.0,409.4,2,0,0,0,1,何辛幸,2,0,51.0,研究生,0.0,黄世勇,2,0,52.0,研究生,0.0,8,5286188,7.29,25.31,35.9,38.79,450000.0,广西壮族自治区,451200.0,114.9806572,3947056.0,0.0,4869.0,320.575478,广西壮族自治区,450000.0,451200.0,41.33453887,1234332.0,36.20000076,49.29999924,2.414454031,
2014,广西省,河池市,17474.0,416.8,3,0,0,0,0,何辛幸,3,0,52.0,研究生,0.0,黄世勇,3,0,53.0,研究生,0.0,9,6013922,8.09,22.83,34.13,43.04,450000.0,广西壮族自治区,451200.0,120.5575688,4278347.0,0.0,4960.0,347.2155355,广西壮族自治区,450000.0,451200.0,41.61763445,1242785.8,34.59999847,51.70000076,3.464684376,
2015,广西省,河池市,17841.0,422.19,4,1,0,0,0,何辛幸,4,1,53.0,研究生,0.0,黄世勇,4,1,54.0,研究生,0.0,10,6180346,4.5,22.78,32.36,44.85,450000.0,广西壮族自治区,451200.0,139.8320738,4459105.0,0.0,4931.0,368.6307013,广西壮族自治区,450000.0,451200.0,34.96237022,1044046.3,29.89999962,42.40000153,2.232819969,
2016,广西省,河池市,18842.0,427.0,5,0,1,0,0,唐云舒,1,0,53.0,研究生,0.0,何辛幸,1,0,54.0,研究生,0.0,11,6571808,4.9,22.95,30.41,46.64,450000.0,广西壮族自治区,451200.0,140.482296,4669772.0,0.0,4863.0,376.596646,广西壮族自治区,450000.0,451200.0,29.55799678,882660.8997,25.70000076,35.09999847,1.500910993,
2017,广西省,河池市,20921.0,429.0,1,0,0,1,0,唐云舒,2,0,54.0,研究生,0.0,何辛幸,2,0,55.0,研究生,0.0,12,7346124,9.19,0.0,0.0,0.0,450000.0,广西壮族自治区,451200.0,124.8779972,4312287.0,0.0,4662.0,374.2469021,广西壮族自治区,450000.0,451200.0,30.60042192,913789.7993,25.39999962,38.59999847,2.436609571,
2018,广西省,河池市,22302.0,431.0,2,0,0,0,1,唐云舒,3,0,55.0,研究生,0.0,何辛幸,3,0,56.0,研究生,0.0,13,7882999,6.37,20.41,31.69,47.9,450000.0,广西壮族自治区,451200.0,146.3398981,4941313.0,0.0,4305.0,328.8156901,广西壮族自治区,450000.0,451200.0,27.33057062,816145.4999,23.60000038,33.5,1.663936985,
2019,广西省,河池市,24703.0,433.0,3,0,0,0,0,唐云舒,4,0,56.0,研究生,0.0,何辛幸,4,0,57.0,研究生,0.0,14,8780000,6.0,21.53,28.17,50.32,450000.0,广西壮族自治区,451200.0,172.3966539,5790976.0,0.0,4864.0,422.209006,广西壮族自治区,450000.0,451200.0,24.98043667,745965.7999,21.60000038,31.89999962,1.689231263,
2006,内蒙古,呼和浩特市,34710.0,215.81,5,0,1,0,0,汤爱军,2,0,56.0,大学,1.0,韩志然,2,0,54.0,大学,1.0,1,9000845,18.0,5.79,38.91,55.29,150000.0,内蒙古自治区,150100.0,462.0552595,10058943.0,0.0,6300.0,974.6691276,内蒙古自治区,150000.0,150100.0,39.42665898,720679.8995,28.5,49.09999847,5.135761756,
2007,内蒙古,呼和浩特市,42016.0,220.84,1,0,0,1,0,汤爱军,3,0,57.0,大学,1.0,韩志然,3,0,55.0,大学,1.0,2,11011331,18.1,5.64,37.73,56.62,150000.0,内蒙古自治区,150100.0,522.9278822,10405219.0,0.0,6300.0,995.2360028,内蒙古自治区,150000.0,150100.0,35.60569505,650836.4998,24.39999962,44.59999847,5.062412622,
2008,内蒙古,呼和浩特市,49606.0,224.3,2,0,0,0,1,汤爱军,4,0,58.0,大学,1.0,韩志然,4,0,56.0,大学,1.0,3,13163700,13.6,5.71,38.13,56.16,150000.0,内蒙古自治区,150100.0,496.4954277,10098717.0,0.0,6300.0,972.0293443,内蒙古自治区,150000.0,150100.0,34.37766287,628389.2996,25.60000038,43.79999924,4.186093198,
2009,内蒙古,呼和浩特市,61108.0,225.83,3,0,0,0,0,汤爱军,5,0,59.0,大学,1.0,韩志然,5,0,57.0,大学,1.0,4,16439925,15.9,4.75,36.09,59.16,150000.0,内蒙古自治区,150100.0,513.7115786,10084672.0,0.0,6300.0,1060.59441,内蒙古自治区,150000.0,150100.0,36.17744404,661287.4995,28.70000076,46.0,3.994468151,
2010,内蒙古,呼和浩特市,66929.0,228.47,4,1,0,0,0,王波,1,1,52.0,研究生,0.0,韩志然,6,0,58.0,大学,1.0,5,18657116,12.7,4.9,36.39,58.71,150000.0,内蒙古自治区,150100.0,498.5716077,9942515.0,0.0,6168.0,958.1961964,内蒙古自治区,150000.0,150100.0,38.15295694,697397.8998,29.29999924,47.59999847,4.067628184,
2011,内蒙古,呼和浩特市,75266.0,230.9,5,0,1,0,0,王波,2,1,53.0,研究生,0.0,韩志然,7,1,59.0,大学,1.0,6,21772669,11.3,5.03,36.28,58.69,150000.0,内蒙古自治区,150100.0,572.1971683,11437077.0,0.0,6300.0,1082.918744,内蒙古自治区,150000.0,150100.0,38.28352753,699784.5997,28.29999924,47.5,4.546889915,
2012,内蒙古,呼和浩特市,84534.0,229.1,1,0,0,1,0,秦义,1,0,49.0,大学,0.0,那顺孟和,1,0,55.0,高中,0.0,7,24755700,11.0,4.87,36.45,58.68,150000.0,内蒙古自治区,150100.0,541.2886784,11087216.0,0.0,5961.0,1003.268212,内蒙古自治区,150000.0,150100.0,36.57735105,668597.3998,25.29999924,47.59999847,5.156809081,
2013,内蒙古,呼和浩特市,115829.0,232.1,2,0,0,0,1,秦义,2,0,50.0,大学,0.0,那顺孟和,2,0,56.0,高中,0.0,8,27103900,9.49,4.97,31.98,63.05,150000.0,内蒙古自治区,150100.0,543.3623143,12218045.0,0.0,6300.0,1048.688681,内蒙古自治区,150000.0,150100.0,35.30183817,645282.3,24.79999924,44.70000076,5.068182777,
2014,内蒙古,呼和浩特市,95961.0,236.0,3,0,0,0,0,秦义,3,0,51.0,大学,0.0,那顺孟和,3,0,57.0,高中,0.0,9,28940500,8.0,4.34,29.31,66.36,150000.0,内蒙古自治区,150100.0,577.2020643,12694405.0,0.0,6300.0,1089.339525,内蒙古自治区,150000.0,150100.0,34.87877892,637549.1998,24.70000076,46.20000076,5.179390612,
2015,内蒙古,呼和浩特市,101492.0,238.28,4,1,0,0,0,李杰翔,1,1,51.0,硕士,0.0,那顺孟和,4,0,58.0,高中,0.0,10,30905200,8.3,4.08,28.06,67.86,150000.0,内蒙古自治区,150100.0,593.023976,12639120.0,0.0,6300.0,1070.824677,内蒙古自治区,150000.0,150100.0,34.59023467,632274.8995,27.20000076,43.59999847,3.623008176,
2016,内蒙古,呼和浩特市,103235.0,240.0,5,0,1,0,0,李杰翔,2,0,52.0,硕士,0.0,那顺孟和,5,1,59.0,高中,0.0,11,31735900,7.75,3.58,27.87,68.56,150000.0,内蒙古自治区,150100.0,576.5599036,12435244.0,0.0,6300.0,1048.620925,内蒙古自治区,150000.0,150100.0,32.3202199,590781.2996,23.79999924,42.29999924,4.076961001,
2017,内蒙古,呼和浩特市,0.0,242.0,1,0,0,1,0,李杰翔,3,1,53.0,硕士,0.0,云光中,1,0,57.0,研究生,1.0,12,0,5.16,0.0,0.0,0.0,150000.0,内蒙古自治区,150100.0,602.3496604,12149995.0,0.0,6300.0,1137.815423,内蒙古自治区,150000.0,150100.0,32.59816181,595861.7998,22.5,45.0,5.222806164,
2018,内蒙古,呼和浩特市,93029.0,244.0,2,0,0,0,1,冯玉臻,1,0,55.0,大学,0.0,云光中,2,0,58.0,研究生,1.0,13,29035000,3.9,3.73,27.6,68.67,150000.0,内蒙古自治区,150100.0,572.4881759,11741160.0,0.0,6300.0,1008.732148,内蒙古自治区,150000.0,150100.0,28.86636575,527648.2996,19.89999962,39.79999924,4.82648334,
2019,内蒙古,呼和浩特市,89138.0,247.0,3,0,0,0,0,冯玉臻,2,0,56.0,大学,0.0,云光中,3,0,59.0,研究生,1.0,14,27910000,5.5,4.09,29.52,66.41,150000.0,内蒙古自治区,150100.0,630.9230225,13367997.0,0.0,6300.0,1125.443658,内蒙古自治区,150000.0,150100.0,29.01363312,530340.1997,20.5,39.09999847,4.518781388,
2006,吉林省,吉林市,16796.0,430.44,4,1,0,0,0,徐建一,2,1,53.0,硕士,1.0,矫正中,2,1,56.0,硕士,0.0,1,7288301,12.7,15.05,45.67,39.28,220000.0,吉林省,220200.0,330.3173135,13072638.0,0.0,6300.0,749.8084175,吉林省,220000.0,220200.0,38.01833137,1173853.999,27.5,50.20000076,4.800393597,
2007,吉林省,吉林市,23277.0,432.67,5,0,1,0,0,张晓霈,1,0,50.0,大学,0.0,徐建一,1,0,54.0,硕士,1.0,2,10080128,18.4,13.45,49.28,37.27,220000.0,吉林省,220200.0,364.8165355,14142113.0,0.0,6259.0,753.1686058,吉林省,220000.0,220200.0,39.24494752,1211727.0,26.10000038,54.0,5.340609504,
2008,吉林省,吉林市,30016.0,438.29,1,0,0,1,0,张晓霈,2,0,51.0,大学,0.0,周化辰,1,1,56.0,大学,1.0,3,13000948,20.7,12.8,48.89,38.31,220000.0,吉林省,220200.0,359.4369619,14069441.0,0.0,6225.0,752.4304525,吉林省,220000.0,220200.0,41.11963336,1269609.8,27.79999924,56.20000076,6.019164267,
2009,吉林省,吉林市,34583.0,433.88,2,0,0,0,1,张晓霈,3,0,52.0,大学,0.0,周化辰,2,0,57.0,大学,1.0,4,15004776,16.5,11.37,49.3,39.33,220000.0,吉林省,220200.0,362.0560371,13826558.0,0.0,6294.0,802.4745614,吉林省,220000.0,220200.0,36.99237918,1142176.7,26.20000076,46.59999847,4.084650517,
2010,吉林省,吉林市,41479.0,434.11,3,0,0,0,0,张晓霈,4,0,53.0,大学,0.0,周化辰,3,0,58.0,大学,1.0,5,18006376,12.5,10.8,49.76,39.44,220000.0,吉林省,220200.0,370.9347403,14499839.0,0.0,6104.0,704.7278705,吉林省,220000.0,220200.0,36.73478104,1134223.099,24.5,49.09999847,4.651642728,
2011,吉林省,吉林市,50914.0,433.7,4,1,0,0,0,赵静波,1,1,47.0,研究生,1.0,张晓霈,1,1,54.0,大学,0.0,6,22080487,14.3,9.98,50.57,39.46,220000.0,吉林省,220200.0,429.326778,16329444.0,0.0,6213.0,818.2874541,吉林省,220000.0,220200.0,43.09747699,1330677.7,25.70000076,60.20000076,6.662136548,
2012,吉林省,吉林市,56244.0,432.0,5,0,1,0,0,赵静波,2,0,48.0,研究生,1.0,张晓霈,2,0,55.0,大学,0.0,7,24300668,11.5,9.99,49.69,40.32,220000.0,吉林省,220200.0,395.8742445,14540461.0,0.0,5773.0,774.7816354,吉林省,220000.0,220200.0,39.95070604,1233518.0,25.29999924,57.0,5.870671045,
2013,吉林省,吉林市,61012.0,430.0,1,0,0,1,0,赵静波,3,0,49.0,研究生,1.0,张晓霈,3,0,56.0,大学,0.0,8,26174061,7.71,9.64,48.9,41.46,220000.0,吉林省,220200.0,437.5417864,17816264.0,0.0,6291.0,801.5458169,吉林省,220000.0,220200.0,43.96532581,1357473.4,26.5,61.09999847,6.309176093,
2014,吉林省,吉林市,55548.0,428.4,2,0,0,0,1,赵静波,4,1,50.0,研究生,1.0,张晓霈,4,1,57.0,大学,0.0,9,23795605,6.0,10.4,46.95,42.66,220000.0,吉林省,220200.0,463.3763927,19173125.0,0.0,6300.0,836.0596992,吉林省,220000.0,220200.0,43.94716931,1356912.8,29.10000038,62.70000076,7.152716498,
2015,吉林省,吉林市,56076.0,426.95,3,0,0,0,0,张焕秋,1,0,53.0,大学,0.0,赵静波,1,0,51.0,研究生,1.0,10,23941860,6.4,10.55,45.42,44.03,220000.0,吉林省,220200.0,491.0167282,19813016.0,0.0,6278.0,836.5606774,吉林省,220000.0,220200.0,47.1138878,1454688.4,32.79999924,67.09999847,6.340823142,
2016,吉林省,吉林市,57818.0,424.0,4,1,0,0,0,张焕秋,2,0,54.0,大学,0.0,赵静波,2,0,52.0,研究生,1.0,11,24535091,3.1,9.8,43.02,47.18,220000.0,吉林省,220200.0,490.6603373,19871253.0,0.0,6287.0,841.3316978,吉林省,220000.0,220200.0,34.85289868,1076118.1,23.0,46.40000153,4.610451327,
2017,吉林省,吉林市,0.0,,5,0,1,0,0,张焕秋,3,1,55.0,大学,0.0,赵静波,3,1,53.0,研究生,1.0,12,0,3.2,0.0,0.0,0.0,220000.0,吉林省,220200.0,488.9748162,19222089.0,0.0,6249.0,872.2067301,吉林省,220000.0,220200.0,39.9459904,1233372.4,24.5,54.40000153,5.455808817,
2018,吉林省,吉林市,53452.0,414.0,1,0,0,1,0,刘非,1,0,49.0,博士,0.0,王庭凯,1,0,51.0,硕士,0.0,13,22102386,2.37,6.66,34.53,58.81,220000.0,吉林省,220200.0,481.9139118,19256798.0,0.0,5888.0,779.0002008,吉林省,220000.0,220200.0,27.5008032,849114.7996,16.70000076,38.29999924,4.384552488,
2019,吉林省,吉林市,34335.0,413.0,2,0,0,0,1,刘非,2,0,50.0,博士,0.0,王庭凯,2,0,52.0,硕士,0.0,14,14170000,1.5,11.49,36.01,52.47,220000.0,吉林省,220200.0,559.0320671,22384203.0,0.0,6259.0,896.6971382,吉林省,220000.0,220200.0,30.52120739,942372.7995,20.39999962,40.59999847,3.701083826,
2006,辽宁省,锦州市,14906.0,309.2,5,0,1,0,0,刘志强,2,0,53.0,大学,0.0,佟志武,4,0,52.0,大学,0.0,1,4602450,16.16,20.52,39.66,39.82,210000.0,辽宁省,210700.0,580.3776936,8429986.0,0.0,6300.0,798.4273464,辽宁省,210000.0,210700.0,52.55924642,562173.6998,41.40000153,61.5,4.230065219,
2007,辽宁省,锦州市,17817.0,309.41,1,0,0,1,0,刘志强,3,0,54.0,大学,0.0,佟志武,5,0,53.0,大学,0.0,2,5510889,15.16,18.8,43.37,37.83,210000.0,辽宁省,210700.0,614.5413585,8974762.0,0.0,6246.0,807.5077371,辽宁省,210000.0,210700.0,49.6930254,531516.5997,40.79999924,62.70000076,4.0636334,
2008,辽宁省,锦州市,22287.0,310.19,2,0,0,0,1,王文权,1,1,52.0,研究生,0.0,刘志强,1,1,55.0,大学,0.0,3,6904436,15.0,17.95,43.88,38.16,210000.0,辽宁省,210700.0,615.3843102,8997534.0,0.0,6161.0,793.9653102,辽宁省,210000.0,210700.0,52.3203721,559618.6999,40.79999924,69.40000153,5.129827084,
2009,辽宁省,锦州市,23447.0,310.19,3,0,0,0,0,王文权,2,0,53.0,研究生,0.0,刘志强,2,0,56.0,大学,0.0,4,7272951,16.0,18.29,46.13,35.58,210000.0,辽宁省,210700.0,621.4457095,8842551.0,0.0,6300.0,841.3097313,辽宁省,210000.0,210700.0,50.01576288,534968.5997,37.29999924,65.09999847,5.137579661,
2010,辽宁省,锦州市,29264.0,309.27,4,1,0,0,0,王文权,3,1,54.0,研究生,0.0,刘志强,3,1,57.0,大学,0.0,5,9126325,16.2,16.58,47.62,35.8,210000.0,辽宁省,210700.0,611.657115,8772998.0,0.0,5800.0,680.6902525,辽宁省,210000.0,210700.0,43.74300671,467875.1998,34.79999924,52.70000076,3.482528862,
2011,辽宁省,锦州市,35784.0,308.3,5,0,1,0,0,魏俊星,1,1,56.0,研究生,0.0,王文权,1,0,55.0,研究生,0.0,6,11169266,13.2,15.52,49.6,34.88,210000.0,辽宁省,210700.0,692.095843,9806306.0,0.0,6300.0,850.922484,辽宁省,210000.0,210700.0,48.79540948,521915.6998,38.29999924,59.5,4.051030755,
2012,辽宁省,锦州市,40002.0,308.1,1,0,0,1,0,刘凤海,1,0,55.0,大学,1.0,王文权,2,0,56.0,研究生,0.0,7,12427098,10.36,15.31,49.59,35.1,210000.0,辽宁省,210700.0,657.1251885,9149154.0,0.0,5807.0,766.8080287,辽宁省,210000.0,210700.0,47.03936051,503133.0,37.0,56.90000153,3.890107429,
2013,辽宁省,锦州市,43952.0,306.9,2,0,0,0,1,刘凤海,2,0,56.0,大学,1.0,王文权,3,0,57.0,研究生,0.0,8,13449310,8.23,15.03,48.83,36.14,210000.0,辽宁省,210700.0,595.7059063,8795002.0,0.0,6194.0,810.6985527,辽宁省,210000.0,210700.0,43.0709424,460686.7999,33.40000153,54.70000076,4.271575043,
2014,辽宁省,锦州市,44264.0,305.6,3,0,0,0,0,刘凤海,3,1,57.0,大学,1.0,王明玉,1,1,51.0,硕士,0.0,9,13639990,5.96,14.78,46.4,38.82,210000.0,辽宁省,210700.0,630.2565643,9337251.0,0.0,6300.0,857.3300565,辽宁省,210000.0,210700.0,53.3825355,570979.5998,41.5,62.40000153,4.868093418,
2015,辽宁省,锦州市,43207.0,303.92,4,1,0,0,0,刘兴伟,1,0,52.0,研究生,0.0,王明玉,2,0,52.0,硕士,0.0,10,13273292,1.14,15.92,42.85,41.23,210000.0,辽宁省,210700.0,670.3704674,9983157.0,0.0,6300.0,847.5122605,辽宁省,210000.0,210700.0,49.03168475,524442.9001,36.20000076,58.29999924,4.985145134,
2016,辽宁省,锦州市,33692.0,302.0,5,0,1,0,0,刘兴伟,2,1,53.0,研究生,0.0,王明玉,3,0,53.0,硕士,0.0,11,10328139,-6.55,19.91,34.2,45.89,210000.0,辽宁省,210700.0,682.5519081,10105181.0,0.0,6300.0,856.7319361,辽宁省,210000.0,210700.0,43.0480086,460441.5,31.0,54.20000076,4.885167339,
2017,辽宁省,锦州市,35254.0,299.0,1,0,0,1,0,王德佳,1,0,54.0,博士,0.0,王明玉,4,0,54.0,硕士,0.0,12,10775000,10.91,0.0,0.0,0.0,210000.0,辽宁省,210700.0,683.0005435,10053768.0,0.0,6300.0,868.2100032,辽宁省,210000.0,210700.0,41.96801607,448889.8999,30.5,51.70000076,4.821749946,
2018,辽宁省,锦州市,39211.0,296.0,2,0,0,0,1,王德佳,2,1,55.0,博士,0.0,王明玉,5,1,55.0,硕士,0.0,13,11924093,6.15,15.11,34.96,49.93,210000.0,辽宁省,210700.0,655.0912176,9652114.0,0.0,5821.0,728.2815888,辽宁省,210000.0,210700.0,39.8233358,425950.3998,28.10000038,47.0,4.154577892,
2019,辽宁省,锦州市,35431.0,294.0,3,0,0,0,0,于学利,1,0,56.0,大学,0.0,王德佳,1,0,56.0,博士,0.0,14,10730000,2.49,18.48,26.02,55.5,210000.0,辽宁省,210700.0,748.5965263,10861387.0,0.0,6300.0,912.9245347,辽宁省,210000.0,210700.0,38.18364807,408412.2997,28.39999962,47.90000153,3.910210204,
2006,湖北省,荆州市,6802.0,647.1,4,1,0,0,0,应代明,4,1,52.0,研究生,0.0,段轮一,4,1,55.0,研究生,0.0,1,4380700,9.2,28.93,32.36,38.71,420000.0,湖北省,421000.0,372.3795404,6417589.0,0.0,5523.0,584.0419616,湖北省,420000.0,421000.0,62.10625481,808250.8001,40.79999924,73.09999847,3.700642374,
2007,湖北省,荆州市,8001.0,651.77,5,0,1,0,0,王祥喜,1,0,45.0,硕士,0.0,应代明,1,0,53.0,研究生,0.0,2,5196300,12.4,29.67,33.51,36.81,420000.0,湖北省,421000.0,407.5633286,6886190.0,0.0,5365.0,586.5636637,湖北省,420000.0,421000.0,64.28258029,836573.5,43.0,76.80000305,3.983704254,
